Local time in Moscow;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;Ee;sss
"16.09.2019 12:00";"11.6";"733.9";"747.9";"-0.5";"79";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.0";"";"";"";"";"";"";
"16.09.2019 09:00";"12.3";"734.4";"748.3";"-0.5";"77";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"8.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.3";"4.0";"12";"Surface of ground wet (standing water in small or large pools on surface).";"10.0";"";"";
"16.09.2019 06:00";"11.0";"734.9";"748.9";"-1.4";"82";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"8.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"8.0";"7.0";"12";"";"";"";"";
"16.09.2019 03:00";"10.3";"736.3";"750.4";"-2.7";"88";"Wind blowing from the south";"1";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"8.4";"";"";"";"";"";"";
"16.09.2019 00:00";"9.0";"739.0";"753.1";"-2.8";"92";"Wind blowing from the south-southeast";"1";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"";"7.7";"";"";"";"";"";"";
"15.09.2019 21:00";"9.3";"741.8";"756.1";"-2.4";"90";"Wind blowing from the south";"1";"";"";"100%.";"Rain shower(s), moderate or heavy. ";"Shower(s).";"Rain.";"";"12.6";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"";"7.8";"3.0";"12";"";"";"";"";
"15.09.2019 18:00";"12.2";"744.2";"758.4";"-2.3";"53";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"2.8";"No precipitation";"12";"";"";"";"";
"15.09.2019 15:00";"12.4";"746.5";"760.7";"-1.3";"55";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"3.5";"";"";"";"";"";"";
"15.09.2019 12:00";"10.3";"747.8";"762.1";"-0.4";"71";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.2";"";"";"";"";"";"";
"15.09.2019 09:00";"8.6";"748.2";"762.6";"0.2";"82";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"7.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.6";"0.3";"12";"Surface of ground moist.";"8.0";"";"";
"15.09.2019 06:00";"7.4";"748.0";"762.4";"0.1";"90";"Wind blowing from the west";"1";"";"";"60%.";"Shower(s) of rain. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"7.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"5.8";"0.3";"12";"";"";"";"";
"15.09.2019 03:00";"8.2";"747.9";"762.3";"-0.3";"79";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"4.8";"";"";"";"";"";"";
"15.09.2019 00:00";"8.6";"748.2";"762.6";"0.0";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"14.09.2019 21:00";"10.6";"748.2";"762.5";"0.2";"65";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"16.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"4.2";"No precipitation";"12";"";"";"";"";
"14.09.2019 18:00";"13.8";"748.0";"762.2";"0.9";"50";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.4";"No precipitation";"12";"";"";"";"";
"14.09.2019 15:00";"16.2";"747.1";"761.1";"0.6";"41";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"3.0";"";"";"";"";"";"";
"14.09.2019 12:00";"14.6";"746.5";"760.5";"1.7";"50";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.3";"";"";"";"";"";"";
"14.09.2019 09:00";"13.5";"744.8";"758.9";"1.5";"69";"Wind blowing from the west-northwest";"2";"";"10";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"13.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"7.9";"0.5";"12";"Surface of ground moist.";"12.0";"";"";
"14.09.2019 06:00";"14.3";"743.3";"757.3";"-0.2";"82";"Wind blowing from the west";"2";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"14.3";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"10.0";"11.2";"0.5";"12";"";"";"";"";
"14.09.2019 03:00";"16.3";"743.5";"757.3";"-2.1";"68";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"10.4";"";"";"";"";"";"";
"14.09.2019 00:00";"17.6";"745.6";"759.5";"-2.0";"57";"Wind blowing from the west";"1";"";"10";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"8.8";"";"";"";"";"";"";
"13.09.2019 21:00";"17.4";"747.6";"761.5";"-1.1";"62";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"23.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"10.1";"No precipitation";"12";"";"";"";"";
"13.09.2019 18:00";"20.6";"748.7";"762.5";"-1.0";"47";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.7";"No precipitation";"12";"";"";"";"";
"13.09.2019 15:00";"22.1";"749.7";"763.5";"-1.0";"47";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.2";"";"";"";"";"";"";
"13.09.2019 12:00";"21.9";"750.7";"764.5";"-0.6";"48";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.4";"";"";"";"";"";"";
"13.09.2019 09:00";"19.3";"751.3";"765.3";"-0.9";"49";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"11.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.3";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"11.0";"";"";
"13.09.2019 06:00";"11.8";"752.2";"766.5";"-0.8";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"8.5";"No precipitation";"12";"";"";"";"";
"13.09.2019 03:00";"16.5";"753.0";"767.1";"-0.5";"55";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"0.5";"7.4";"";"";"";"";"";"";
"13.09.2019 00:00";"18.4";"753.5";"767.5";"-0.8";"47";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"6.9";"";"";"";"";"";"";
"12.09.2019 21:00";"18.2";"754.3";"768.3";"-0.4";"52";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"26.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"8.0";"No precipitation";"12";"";"";"";"";
"12.09.2019 18:00";"23.2";"754.7";"768.5";"-0.9";"30";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"4.8";"No precipitation";"12";"";"";"";"";
"12.09.2019 15:00";"25.8";"755.6";"769.3";"-0.9";"25";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"4.1";"";"";"";"";"";"";
"12.09.2019 12:00";"25.1";"756.5";"770.3";"-0.6";"29";"Wind blowing from the west-southwest";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.7";"";"";"";"";"";"";
"12.09.2019 09:00";"20.6";"757.1";"771.1";"-0.2";"43";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"10.0";"7.4";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"10.0";"";"";
"12.09.2019 06:00";"10.8";"757.3";"771.8";"0.0";"93";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.6";"";"";"";"";"";"";"4.0";"9.7";"No precipitation";"12";"";"";"";"";
"12.09.2019 03:00";"12.7";"757.3";"771.7";"0.0";"84";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"10.0";"";"";"";"";"";"";
"12.09.2019 00:00";"13.8";"757.3";"771.7";"-0.2";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"11.09.2019 21:00";"18.2";"757.5";"771.6";"0.1";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"10.2";"No precipitation";"12";"";"";"";"";
"11.09.2019 18:00";"24.0";"757.4";"771.2";"-0.6";"33";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.8";"No precipitation";"12";"";"";"";"";
"11.09.2019 15:00";"26.6";"758.0";"771.7";"-0.3";"28";"Wind blowing from the south-southeast";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.4";"";"";"";"";"";"";
"11.09.2019 12:00";"26.3";"758.3";"772.0";"0.0";"33";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.7";"";"";"";"";"";"";
"11.09.2019 09:00";"20.6";"758.3";"772.3";"0.3";"60";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"12.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"11.0";"";"";
"11.09.2019 06:00";"12.1";"758.0";"772.4";"0.3";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"12.1";"";"";"";"";"";"";"4.0";"11.4";"No precipitation";"12";"";"";"";"";
"11.09.2019 03:00";"12.9";"757.7";"772.0";"0.3";"95";"Calm, no wind";"0";"";"";"70 – 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"12.1";"";"";"";"";"";"";
"11.09.2019 00:00";"14.0";"757.4";"771.7";"0.1";"92";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"12.7";"";"";"";"";"";"";
"10.09.2019 21:00";"16.5";"757.3";"771.5";"0.5";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.2";"";"";"";"";"";"";"13.3";"No precipitation";"12";"";"";"";"";
"10.09.2019 18:00";"22.1";"756.8";"770.7";"-0.1";"51";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.4";"No precipitation";"12";"";"";"";"";
"10.09.2019 15:00";"25.1";"756.9";"770.7";"-0.3";"37";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.4";"";"";"";"";"";"";
"10.09.2019 12:00";"23.2";"757.2";"771.1";"-0.3";"51";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.4";"";"";"";"";"";"";
